,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,No,45%,784,45%,784,0%,0,52%,509,37%,275,0%,0,0%,0,0%,0,58%,339,39%,445,0%,0,45%,370,44%,397,0%,0,0%,0,40%,40,54%,104,42%,160,43%,49,44%,422,45%,784,0%,0,0%,0,0%,0,0%,0,45%,784,45%,592,42%,157,48%,326,46%,427,44%,398,45%,276,46%,108,0%,0,0%,0,0%,0,45%,87,45%,696,23%,10,54%,16,36%,11,45%,16,44%,39,34%,15,49%,130,51%,195,43%,300,40%,158
,Total,100%,1665,100%,1665,0%,0,100%,910,100%,755,0%,0,0%,0,0%,0,100%,515,100%,1150,0%,0,100%,775,100%,851,0%,0,0%,0,100%,89,100%,203,100%,349,100%,116,100%,890,100%,1665,0%,0,0%,0,0%,0,0%,0,100%,1665,100%,1262,100%,346,100%,650,100%,893,100%,831,100%,607,100%,221,0%,0,0%,0,0%,0,100%,186,100%,1475,100%,44,100%,37,100%,29,100%,41,100%,100,100%,52,100%,252,100%,373,100%,669,100%,370
Do any of the following situations describe when you are allowed to use your cell phone during the school day: During free time in classes,Yes,55%,848,55%,848,0%,0,49%,400,61%,448,0%,0,0%,0,0%,0,40%,175,61%,673,0%,0,55%,394,55%,438,0%,0,0%,0,55%,44,57%,117,61%,192,58%,65,52%,424,55%,848,0%,0,0%,0,0%,0,0%,0,55%,848,52%,621,61%,199,56%,341,53%,433,55%,405,55%,323,55%,117,0%,0,0%,0,0%,0,55%,99,55%,748,71%,28,63%,20,75%,17,66%,22,67%,56,70%,32,51%,120,53%,186,57%,359,55%,183
,No,45%,819,45%,819,0%,0,51%,510,39%,309,0%,0,0%,0,0%,0,60%,339,39%,480,0%,0,45%,383,45%,413,0%,0,0%,0,45%,44,43%,88,39%,158,42%,51,48%,466,45%,819,0%,0,0%,0,0%,0,0%,0,45%,819,48%,644,39%,146,44%,309,47%,462,45%,427,45%,285,45%,104,0%,0,0%,0,0%,0,45%,87,45%,729,29%,16,37%,17,25%,11,34%,19,33%,43,30%,20,49%,134,47%,189,43%,307,45%,188
,Total,100%,1667,100%,1667,0%,0,100%,910,100%,757,0%,0,0%,0,0%,0,100%,514,100%,1153,0%,0,100%,777,100%,851,0%,0,0%,0,100%,88,100%,205,100%,350,100%,116,100%,890,100%,1667,0%,0,0%,0,0%,0,0%,0,100%,1667,100%,1265,100%,345,100%,650,100%,895,100%,832,100%,608,100%,221,0%,0,0%,0,0%,0,100%,186,100%,1477,100%,44,100%,37,100%,28,100%,41,100%,99,100%,52,100%,254,100%,375,100%,666,100%,371
"When you were in high school, did any of the following situations describe when you were allowed to use your cell phone during the school day: For emergencies",Yes,87%,1798,0%,0,87%,1798,100%,1,82%,59,91%,131,87%,554,85%,1053,0%,0,0%,0,87%,1798,85%,1013,89%,704,85%,498,88%,1200,83%,153,85%,127,89%,291,87%,107,88%,1097,0%,0,86%,506,86%,155,91%,688,87%,448,0%,0,89%,1184,86%,563,0%,0,0%,0,93%,25,82%,23,71%,6,90%,888,85%,636,87%,211,77%,7,86%,46,88%,736,88%,521,89%,306,83%,142,87%,1002,87%,770,88%,323,84%,488,87%,613,91%,374
,No,13%,283,0%,0,13%,283,0%,0,18%,6,9%,15,13%,71,15%,191,0%,0,0%,0,13%,283,15%,184,11%,85,15%,80,12%,194,17%,24,15%,26,11%,38,13%,20,12%,170,0%,0,14%,85,14%,29,9%,92,13%,77,0%,0,11%,166,14%,103,0%,0,0%,0,7%,2,18%,2,29%,1,10%,120,15%,112,13%,42,23%,1,14%,4,12%,102,12%,87,11%,52,17%,27,13%,168,13%,114,12%,50,16%,80,13%,113,9%,40
,Total,100%,2081,0%,0,100%,2081,100%,1,100%,65,100%,146,100%,625,100%,1244,0%,0,0%,0,100%,2081,100%,1197,100%,789,100%,578,100%,1394,100%,177,100%,153,100%,329,100%,127,100%,1267,0%,0,100%,591,100%,184,100%,780,100%,525,0%,0,100%,1350,100%,666,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1008,100%,748,100%,253,100%,8,100%,50,100%,838,100%,608,100%,358,100%,169,100%,1170,100%,884,100%,373,100%,568,100%,726,100%,414
"When you were in high school, did any of the following situations describe when you were allowed to use your cell phone during the school day: Between classes, like in the hallway or cafeteria",Yes,79%,1630,0%,0,79%,1630,100%,1,70%,49,80%,115,82%,527,75%,938,0%,0,0%,0,79%,1630,77%,927,82%,631,74%,446,81%,1094,78%,138,67%,107,81%,254,85%,103,81%,1008,0%,0,78%,455,80%,143,82%,626,80%,406,0%,0,81%,1073,78%,508,0%,0,0%,0,72%,21,59%,17,57%,5,82%,807,76%,571,79%,197,77%,7,59%,35,82%,672,77%,466,85%,284,73%,125,78%,915,80%,693,79%,283,77%,447,77%,559,83%,341
,No,21%,446,0%,0,21%,446,0%,0,30%,16,20%,30,18%,96,25%,304,0%,0,0%,0,21%,446,23%,264,18%,159,26%,129,19%,298,22%,38,33%,47,19%,74,15%,23,19%,256,0%,0,22%,135,20%,42,18%,150,20%,118,0%,0,19%,272,22%,158,0%,0,0%,0,28%,6,41%,8,43%,2,18%,202,24%,174,21%,53,23%,1,41%,15,18%,165,23%,141,15%,73,27%,42,22%,253,20%,188,21%,90,23%,118,23%,166,17%,72
,Total,100%,2076,0%,0,100%,2076,100%,1,100%,65,100%,145,100%,623,100%,1242,0%,0,0%,0,100%,2076,100%,1191,100%,790,100%,575,100%,1392,100%,176,100%,154,100%,328,100%,126,100%,1264,0%,0,100%,590,100%,185,100%,776,100%,524,0%,0,100%,1345,100%,666,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1009,100%,745,100%,250,100%,8,100%,50,100%,837,100%,607,100%,357,100%,167,100%,1168,100%,881,100%,373,100%,565,100%,725,100%,413
"When you were in high school, did any of the following situations describe when you were allowed to use your cell phone during the school day: For learning activities",Yes,76%,1431,0%,0,76%,1431,0%,0,80%,50,86%,124,79%,502,64%,755,0%,0,0%,0,76%,1431,74%,813,77%,549,77%,406,75%,945,83%,121,77%,111,79%,249,81%,93,72%,838,0%,0,78%,431,73%,124,73%,547,69%,329,0%,0,76%,932,74%,450,0%,0,0%,0,62%,18,79%,20,81%,5,78%,692,73%,503,74%,181,90%,7,70%,35,81%,603,72%,401,74%,232,75%,119,75%,794,76%,614,72%,251,71%,370,76%,520,81%,290
,No,24%,649,0%,0,24%,649,100%,1,20%,14,14%,21,21%,124,36%,489,0%,0,0%,0,24%,649,26%,383,23%,240,23%,172,25%,448,17%,56,23%,42,21%,79,19%,35,28%,428,0%,0,22%,159,27%,61,27%,232,31%,196,0%,0,24%,415,26%,217,0%,0,0%,0,38%,8,21%,5,19%,2,22%,316,27%,245,26%,72,10%,1,30%,14,19%,235,28%,207,26%,125,25%,50,25%,375,24%,270,28%,121,29%,198,24%,207,19%,123
,Total,100%,2080,0%,0,100%,2080,100%,1,100%,64,100%,145,100%,626,100%,1244,0%,0,0%,0,100%,2080,100%,1196,100%,789,100%,578,100%,1393,100%,177,100%,153,100%,328,100%,128,100%,1266,0%,0,100%,590,100%,185,100%,779,100%,525,0%,0,100%,1347,100%,667,0%,0,0%,0,100%,26,100%,25,100%,7,100%,1008,100%,748,100%,253,100%,8,100%,49,100%,838,100%,608,100%,357,100%,169,100%,1169,100%,884,100%,372,100%,568,100%,727,100%,413
"When you were in high school, did any of the following situations describe when you were allowed to use your cell phone during the school day: During free time in classes",Yes,66%,1189,0%,0,66%,1189,0%,0,61%,40,71%,99,70%,409,58%,641,0%,0,0%,0,66%,1189,65%,689,66%,446,67%,324,66%,798,68%,103,75%,108,78%,227,72%,75,58%,662,0%,0,70%,395,66%,112,58%,430,51%,252,0%,0,62%,732,70%,411,0%,0,0%,0,60%,16,55%,15,17%,3,68%,561,64%,428,69%,158,15%,2,61%,32,66%,479,62%,330,68%,203,72%,112,67%,673,65%,501,58%,194,60%,306,69%,439,72%,250
,No,34%,886,0%,0,34%,886,100%,1,39%,25,29%,45,30%,216,42%,599,0%,0,0%,0,34%,886,35%,504,34%,341,33%,253,34%,592,32%,71,25%,44,22%,102,28%,53,42%,602,0%,0,30%,194,34%,72,42%,347,49%,272,0%,0,38%,614,30%,253,0%,0,0%,0,40%,11,45%,10,83%,4,32%,443,36%,320,31%,94,85%,6,39%,18,34%,357,38%,277,32%,153,28%,57,33%,494,35%,380,42%,178,40%,261,31%,285,28%,162
,Total,100%,2075,0%,0,100%,2075,100%,1,100%,65,100%,144,100%,625,100%,1240,0%,0,0%,0,100%,2075,100%,1193,100%,787,100%,577,100%,1390,100%,174,100%,152,100%,329,100%,128,100%,1264,0%,0,100%,589,100%,184,100%,777,100%,524,0%,0,100%,1346,100%,664,0%,0,0%,0,100%,27,100%,25,100%,7,100%,1004,100%,748,100%,252,100%,8,100%,50,100%,836,100%,607,100%,356,100%,169,100%,1167,100%,881,100%,372,100%,567,100%,724,100%,412
How much school have you missed in the last 30 days?,0 days,41%,637,41%,637,0%,0,44%,376,38%,261,0%,0,0%,0,0%,0,43%,213,40%,424,0%,0,37%,267,43%,354,0%,0,0%,0,54%,49,43%,79,41%,136,36%,42,39%,324,41%,637,0%,0,0%,0,0%,0,0%,0,41%,637,42%,498,40%,120,38%,243,44%,394,45%,353,39%,213,36%,70,0%,0,0%,0,0%,0,35%,66,42%,570,44%,15,28%,12,57%,10,24%,10,38%,31,29%,15,52%,117,43%,147,38%,244,38%,129
,1 to 2 days,39%,621,39%,621,0%,0,38%,320,41%,301,0%,0,0%,0,0%,0,38%,179,40%,442,0%,0,43%,309,37%,301,0%,0,0%,0,41%,35,38%,77,34%,114,45%,47,41%,341,39%,621,0%,0,0%,0,0%,0,0%,0,39%,621,42%,489,33%,115,38%,255,40%,365,38%,316,42%,231,35%,70,0%,0,0%,0,0%,0,31%,58,40%,562,40%,19,56%,16,28%,10,50%,19,48%,48,39%,17,32%,86,38%,138,41%,251,41%,146
,3 to 4 days,12%,180,12%,180,0%,0,10%,85,14%,95,0%,0,0%,0,0%,0,10%,47,13%,133,0%,0,13%,95,12%,80,0%,0,0%,0,4%,4,13%,27,14%,51,13%,11,12%,85,12%,180,0%,0,0%,0,0%,0,0%,0,12%,180,9%,125,19%,52,15%,89,10%,91,11%,86,10%,64,17%,29,0%,0,0%,0,0%,0,18%,26,11%,152,16%,7,7%,3,8%,3,9%,3,5%,6,20%,10,9%,25,10%,40,14%,72,13%,43
,5 to 9 days,4%,51,4%,51,0%,0,3%,25,4%,26,0%,0,0%,0,0%,0,3%,16,4%,35,0%,0,3%,22,4%,28,0%,0,0%,0,1%,1,2%,5,3%,7,3%,4,4%,33,4%,51,0%,0,0%,0,0%,0,0%,0,4%,51,3%,33,4%,13,3%,27,3%,23,3%,18,4%,23,4%,10,0%,0,0%,0,0%,0,7%,8,3%,43,0%,0,3%,1,2%,2,7%,3,3%,3,7%,4,4%,9,5%,12,2%,13,5%,16
,10 or more days,2%,26,2%,26,0%,0,2%,14,2%,12,0%,0,0%,0,0%,0,3%,9,2%,17,0%,0,2%,12,2%,12,0%,0,0%,0,0%,0,2%,5,6%,13,0%,0,1%,8,2%,26,0%,0,0%,0,0%,0,0%,0,2%,26,2%,14,2%,8,3%,18,1%,8,1%,8,3%,10,3%,8,0%,0,0%,0,0%,0,6%,8,2%,18,0%,0,6%,2,5%,1,6%,3,4%,4,5%,2,2%,4,2%,6,3%,11,1%,5
,Don’t know,2%,35,2%,35,0%,0,3%,24,2%,11,0%,0,0%,0,0%,0,4%,15,2%,20,0%,0,2%,15,2%,17,0%,0,0%,0,0%,0,2%,4,2%,9,2%,2,3%,19,2%,35,0%,0,0%,0,0%,0,0%,0,2%,35,2%,26,2%,6,3%,16,2%,19,1%,11,3%,16,4%,7,0%,0,0%,0,0%,0,2%,6,2%,29,0%,0,0%,0,0%,0,5%,1,3%,1,0%,0,1%,1,3%,10,3%,16,2%,8
,Total,100%,1550,100%,1550,0%,0,100%,844,100%,706,0%,0,0%,0,0%,0,100%,479,100%,1071,0%,0,100%,720,100%,792,0%,0,0%,0,100%,89,100%,197,100%,330,100%,106,100%,810,100%,1550,0%,0,0%,0,0%,0,0%,0,100%,1550,100%,1185,100%,314,100%,648,100%,900,100%,792,100%,557,100%,194,0%,0,0%,0,0%,0,100%,172,100%,1374,100%,41,100%,34,100%,26,100%,39,100%,93,100%,48,100%,242,100%,353,100%,607,100%,347
Which of the following are reasons why you have missed school this past school year? Select all that apply.,Physical health issues,51%,755,51%,755,0%,0,49%,407,53%,348,0%,0,0%,0,0%,0,51%,239,51%,516,0%,0,51%,353,51%,384,0%,0,0%,0,59%,36,45%,88,43%,148,60%,59,54%,417,51%,755,0%,0,0%,0,0%,0,0%,0,51%,755,51%,578,52%,153,48%,302,55%,453,50%,375,54%,284,49%,93,0%,0,0%,0,0%,0,44%,79,52%,675,48%,19,32%,15,38%,11,53%,19,48%,43,40%,23,59%,128,47%,168,51%,289,50%,170
,Mental health issues,9%,128,9%,128,0%,0,9%,65,9%,63,0%,0,0%,0,0%,0,9%,36,9%,92,0%,0,12%,71,7%,47,0%,0,0%,0,1%,1,4%,10,10%,30,5%,5,12%,82,9%,128,0%,0,0%,0,0%,0,0%,0,9%,128,7%,89,13%,35,10%,56,9%,72,8%,59,7%,40,17%,29,0%,0,0%,0,0%,0,14%,25,8%,102,7%,2,12%,4,2%,1,6%,4,3%,4,15%,7,8%,19,10%,31,9%,47,9%,31
,I had to work,1%,18,1%,18,0%,0,1%,8,1%,10,0%,0,0%,0,0%,0,1%,4,1%,14,0%,0,1%,6,2%,12,0%,0,0%,0,0%,0,1%,2,2%,8,1%,1,1%,7,1%,18,0%,0,0%,0,0%,0,0%,0,1%,18,1%,15,0%,1,2%,10,1%,8,1%,9,1%,5,2%,4,0%,0,0%,0,0%,0,2%,3,1%,15,0%,0,9%,2,0%,0,0%,0,4%,2,0%,0,0%,1,2%,5,2%,9,1%,3
,I had to help my family,3%,50,3%,50,0%,0,3%,28,3%,22,0%,0,0%,0,0%,0,4%,19,3%,31,0%,0,3%,22,4%,26,0%,0,0%,0,1%,2,3%,7,5%,17,2%,2,3%,21,3%,50,0%,0,0%,0,0%,0,0%,0,3%,50,3%,37,3%,11,4%,30,2%,20,3%,18,3%,19,6%,13,0%,0,0%,0,0%,0,6%,9,3%,40,0%,0,0%,0,6%,1,0%,0,1%,1,0%,0,2%,5,6%,16,3%,19,2%,10
,I was on vacation,18%,255,18%,255,0%,0,19%,157,16%,98,0%,0,0%,0,0%,0,17%,92,18%,163,0%,0,17%,118,18%,132,0%,0,0%,0,19%,13,15%,23,20%,58,13%,18,17%,138,18%,255,0%,0,0%,0,0%,0,0%,0,18%,255,21%,218,10%,30,10%,70,25%,184,22%,161,14%,72,12%,20,0%,0,0%,0,0%,0,17%,22,18%,232,10%,5,35%,8,17%,5,1%,1,20%,17,5%,3,16%,42,18%,61,14%,80,23%,72
,I didn't want to see my classmates/wanted to avoid certain classmates,3%,54,3%,54,0%,0,4%,39,2%,15,0%,0,0%,0,0%,0,4%,23,3%,31,0%,0,5%,33,2%,17,0%,0,0%,0,1%,1,5%,7,4%,14,1%,2,4%,30,3%,54,0%,0,0%,0,0%,0,0%,0,3%,54,3%,39,4%,14,3%,25,3%,29,3%,27,3%,16,4%,11,0%,0,0%,0,0%,0,5%,9,3%,45,0%,0,7%,3,2%,1,5%,1,5%,4,3%,1,4%,9,3%,9,3%,20,3%,16
,I didn't feel prepared for my classes,4%,56,4%,56,0%,0,2%,18,7%,38,0%,0,0%,0,0%,0,2%,8,5%,48,0%,0,4%,27,4%,26,0%,0,0%,0,3%,2,3%,6,7%,19,0%,1,4%,28,4%,56,0%,0,0%,0,0%,0,0%,0,4%,56,4%,45,3%,8,4%,26,4%,30,3%,26,5%,23,2%,6,0%,0,0%,0,0%,0,8%,11,4%,45,5%,2,2%,1,2%,1,12%,4,5%,5,7%,3,3%,7,3%,13,5%,21,4%,15
,I didn't have a way to get to school,3%,29,3%,29,0%,0,3%,15,3%,14,0%,0,0%,0,0%,0,2%,6,3%,23,0%,0,2%,12,4%,16,0%,0,0%,0,1%,1,7%,10,6%,9,1%,2,1%,7,3%,29,0%,0,0%,0,0%,0,0%,0,3%,29,2%,15,5%,14,4%,21,1%,7,4%,12,2%,11,2%,6,0%,0,0%,0,0%,0,10%,9,2%,20,0%,0,1%,1,0%,0,4%,1,3%,2,0%,0,2%,5,5%,5,3%,11,4%,8
,I was suspended or expelled,3%,32,3%,32,0%,0,3%,22,2%,10,0%,0,0%,0,0%,0,4%,15,2%,17,0%,0,1%,9,3%,23,0%,0,0%,0,0%,0,6%,11,2%,5,2%,2,3%,14,3%,32,0%,0,0%,0,0%,0,0%,0,3%,32,1%,13,5%,14,4%,24,1%,8,2%,16,2%,11,3%,5,0%,0,0%,0,0%,0,6%,9,2%,23,0%,0,0%,0,0%,0,3%,2,0%,1,2%,1,2%,5,3%,10,3%,14,1%,3
,I felt too tired or needed a break,21%,313,21%,313,0%,0,17%,143,25%,170,0%,0,0%,0,0%,0,18%,80,22%,233,0%,0,25%,172,17%,126,0%,0,0%,0,10%,9,17%,35,22%,68,20%,23,23%,176,21%,313,0%,0,0%,0,0%,0,0%,0,21%,313,19%,228,24%,73,21%,136,21%,176,19%,141,22%,123,21%,48,0%,0,0%,0,0%,0,17%,29,21%,284,32%,14,9%,3,19%,4,27%,13,14%,14,38%,21,27%,61,20%,67,19%,113,20%,71
,"I was feeling anxious, stressed, or overwhelmed",15%,222,15%,222,0%,0,15%,118,15%,104,0%,0,0%,0,0%,0,16%,67,14%,155,0%,0,18%,125,12%,86,0%,0,0%,0,3%,3,10%,21,17%,57,14%,13,17%,128,15%,222,0%,0,0%,0,0%,0,0%,0,15%,222,13%,158,18%,53,16%,106,14%,116,12%,92,16%,90,20%,40,0%,0,0%,0,0%,0,22%,33,14%,189,11%,5,16%,6,13%,3,13%,6,8%,8,22%,12,18%,40,16%,51,13%,73,15%,58
,I didn't finish homework or wasn't ready for a test,5%,76,5%,76,0%,0,4%,30,7%,46,0%,0,0%,0,0%,0,3%,15,6%,61,0%,0,6%,42,5%,28,0%,0,0%,0,3%,4,3%,7,7%,23,2%,3,6%,39,5%,76,0%,0,0%,0,0%,0,0%,0,5%,76,5%,62,4%,10,5%,29,5%,47,5%,37,6%,32,3%,6,0%,0,0%,0,0%,0,7%,7,5%,69,7%,3,3%,2,0%,0,8%,3,5%,5,5%,3,4%,11,5%,18,6%,28,4%,19
,I didn't feel safe at school,2%,25,2%,25,0%,0,2%,16,2%,9,0%,0,0%,0,0%,0,3%,13,1%,12,0%,0,2%,16,2%,9,0%,0,0%,0,0%,0,2%,4,2%,4,2%,1,2%,16,2%,25,0%,0,0%,0,0%,0,0%,0,2%,25,1%,16,2%,6,2%,12,2%,13,2%,13,1%,5,2%,6,0%,0,0%,0,0%,0,5%,3,1%,22,0%,0,3%,1,0%,0,1%,1,0%,1,2%,1,2%,3,2%,5,3%,12,0%,5
,I didn't want to deal with specific teachers,5%,57,5%,57,0%,0,5%,37,4%,20,0%,0,0%,0,0%,0,5%,22,5%,35,0%,0,4%,30,4%,23,0%,0,0%,0,0%,0,4%,5,7%,18,4%,6,4%,27,5%,57,0%,0,0%,0,0%,0,0%,0,5%,57,4%,40,7%,15,5%,32,4%,24,5%,27,4%,20,5%,10,0%,0,0%,0,0%,0,7%,8,4%,49,0%,0,6%,2,0%,0,7%,2,4%,3,3%,1,3%,7,5%,11,6%,24,4%,15
,Another reason (please specify):,23%,331,23%,331,0%,0,25%,188,22%,143,0%,0,0%,0,0%,0,25%,107,23%,224,0%,0,23%,151,24%,174,0%,0,0%,0,22%,20,25%,44,20%,70,29%,31,24%,161,23%,331,0%,0,0%,0,0%,0,0%,0,23%,331,24%,260,23%,64,25%,144,22%,187,23%,171,22%,107,28%,53,0%,0,0%,0,0%,0,28%,47,23%,283,33%,11,42%,11,38%,6,27%,8,33%,26,34%,10,21%,47,23%,73,24%,136,24%,75
,Total,100%,1414,100%,1414,0%,0,100%,770,100%,644,0%,0,0%,0,0%,0,100%,443,100%,971,0%,0,100%,665,100%,718,0%,0,0%,0,100%,74,100%,180,100%,305,100%,100,100%,739,100%,1414,0%,0,0%,0,0%,0,0%,0,100%,1414,100%,1084,100%,286,100%,600,100%,812,100%,711,100%,513,100%,184,0%,0,0%,0,0%,0,100%,163,100%,1248,100%,38,100%,33,100%,22,100%,37,100%,86,100%,46,100%,220,100%,327,100%,545,100%,321
How would you describe your own physical health at this time?,Excellent,26%,1075,41%,697,17%,378,45%,399,39%,320,14%,23,14%,100,19%,233,41%,223,41%,474,17%,378,22%,484,32%,573,13%,79,19%,286,25%,77,32%,116,22%,184,24%,67,27%,614,41%,697,16%,89,15%,26,20%,140,21%,122,41%,697,31%,837,19%,210,37%,246,47%,399,46%,398,40%,238,30%,77,24%,253,11%,82,9%,21,31%,52,43%,663,14%,153,19%,126,29%,104,17%,44,23%,275,12%,163,25%,179,28%,272,28%,414,22%,209
,Good,54%,2058,50%,837,56%,1221,48%,453,51%,412,61%,86,57%,370,53%,737,52%,261,50%,576,56%,1221,55%,1123,52%,861,54%,329,56%,829,57%,146,44%,178,54%,369,54%,135,56%,1212,50%,837,53%,319,59%,108,59%,479,62%,315,50%,837,53%,1427,54%,569,55%,346,47%,430,46%,403,51%,335,59%,122,59%,602,61%,471,39%,117,58%,115,49%,746,58%,532,55%,378,53%,216,57%,119,57%,752,54%,534,54%,349,51%,509,55%,764,54%,436
,Only fair,17%,553,7%,129,23%,424,6%,61,9%,83,22%,30,24%,134,25%,245,6%,32,8%,97,23%,424,19%,330,15%,187,26%,144,22%,251,15%,39,20%,54,21%,113,16%,35,16%,303,7%,129,26%,153,25%,50,19%,145,15%,76,7%,129,14%,321,23%,205,7%,50,6%,61,6%,55,9%,60,10%,26,16%,144,26%,176,36%,87,9%,23,7%,117,24%,171,23%,124,14%,66,19%,37,19%,226,27%,201,19%,89,18%,146,14%,189,22%,129
,Poor,3%,77,1%,16,4%,61,1%,7,1%,10,3%,7,5%,23,3%,30,1%,4,1%,12,4%,61,4%,47,2%,24,6%,25,3%,32,2%,6,4%,10,4%,14,6%,8,2%,36,1%,16,6%,32,1%,1,2%,17,2%,11,1%,16,2%,40,5%,31,1%,7,1%,9,1%,11,0%,3,1%,3,1%,13,3%,19,15%,28,2%,5,1%,12,3%,26,3%,19,4%,4,8%,11,2%,22,6%,40,3%,11,3%,21,3%,33,2%,12
,Total,100%,3763,100%,1679,100%,2084,100%,920,100%,825,100%,146,100%,627,100%,1245,100%,520,100%,1159,100%,2084,100%,1984,100%,1645,100%,577,100%,1398,100%,268,100%,358,100%,680,100%,245,100%,2165,100%,1679,100%,593,100%,185,100%,781,100%,524,100%,1679,100%,2625,100%,1015,100%,649,100%,899,100%,867,100%,636,100%,228,100%,1012,100%,748,100%,253,100%,195,100%,1538,100%,882,100%,647,100%,390,100%,211,100%,1275,100%,938,100%,628,100%,948,100%,1400,100%,786
How would you describe your own mental health or emotional wellbeing at this time?,Excellent,21%,826,31%,506,15%,320,34%,308,28%,211,13%,21,14%,83,17%,203,31%,167,31%,339,15%,320,17%,354,26%,460,11%,55,16%,250,18%,57,30%,99,19%,143,20%,49,21%,465,31%,506,14%,78,15%,21,18%,130,16%,91,31%,506,25%,638,15%,168,30%,184,33%,289,37%,291,29%,176,18%,47,22%,217,10%,71,6%,17,22%,40,32%,477,10%,104,17%,105,28%,107,13%,31,21%,264,8%,94,17%,124,23%,218,25%,347,17%,137
,Good,49%,1926,53%,872,47%,1054,51%,453,54%,451,44%,65,49%,322,47%,635,52%,257,53%,615,47%,1054,49%,1031,51%,839,39%,260,51%,743,50%,135,42%,167,49%,350,51%,121,51%,1132,53%,872,45%,274,44%,86,52%,412,55%,281,53%,872,50%,1344,48%,522,54%,349,51%,458,48%,436,54%,336,60%,126,53%,543,52%,403,25%,76,52%,98,52%,801,51%,473,43%,313,47%,200,49%,102,48%,655,48%,474,55%,350,46%,476,48%,697,49%,402
,Only fair,21%,753,13%,233,26%,520,12%,124,15%,127,32%,44,24%,156,24%,302,13%,72,13%,161,26%,520,25%,455,16%,255,32%,181,23%,306,22%,51,20%,66,24%,137,18%,52,20%,439,13%,233,26%,159,28%,56,23%,188,23%,117,13%,233,18%,490,25%,232,13%,91,12%,116,11%,106,15%,100,18%,42,20%,199,29%,217,33%,83,20%,41,12%,206,26%,225,29%,170,17%,66,22%,48,23%,273,28%,258,20%,115,23%,194,19%,259,24%,185
,Poor,9%,255,3%,66,12%,189,3%,35,4%,34,11%,16,13%,65,12%,105,4%,24,3%,42,12%,189,10%,139,7%,92,19%,83,9%,96,10%,25,8%,24,9%,48,11%,23,8%,130,3%,66,14%,81,13%,22,7%,51,6%,35,3%,66,7%,152,12%,91,3%,25,3%,34,4%,32,3%,23,4%,14,5%,51,9%,57,37%,78,6%,16,3%,52,13%,81,10%,60,7%,16,16%,28,8%,80,16%,113,8%,38,8%,61,9%,95,10%,61
,Total,100%,3760,100%,1677,100%,2083,100%,920,100%,823,100%,146,100%,626,100%,1245,100%,520,100%,1157,100%,2083,100%,1979,100%,1646,100%,579,100%,1395,100%,268,100%,356,100%,678,100%,245,100%,2166,100%,1677,100%,592,100%,185,100%,781,100%,524,100%,1677,100%,2624,100%,1013,100%,649,100%,897,100%,865,100%,635,100%,229,100%,1010,100%,748,100%,254,100%,195,100%,1536,100%,883,100%,648,100%,389,100%,209,100%,1272,100%,939,100%,627,100%,949,100%,1398,100%,785
How much do you trust each of the following: The military,A great deal,14%,505,19%,332,10%,173,23%,208,16%,132,9%,13,10%,51,12%,101,20%,105,19%,227,10%,173,12%,220,16%,281,4%,16,13%,154,13%,26,14%,43,13%,99,10%,25,15%,303,19%,332,11%,61,12%,21,10%,59,6%,32,19%,332,14%,363,13%,125,17%,100,23%,211,20%,178,18%,111,19%,44,12%,98,10%,51,7%,16,19%,31,19%,304,3%,23,9%,51,29%,105,11%,20,16%,174,4%,29,11%,79,13%,116,16%,218,12%,91
,Quite a lot,23%,865,26%,441,21%,424,25%,243,25%,210,22%,35,21%,118,21%,259,27%,151,26%,290,21%,424,22%,428,24%,423,13%,53,24%,353,19%,49,17%,62,25%,154,22%,50,24%,540,26%,441,21%,125,22%,41,20%,156,20%,102,26%,441,24%,620,22%,217,23%,149,29%,263,28%,249,23%,156,23%,45,24%,231,22%,146,14%,36,18%,44,27%,406,12%,109,23%,138,35%,151,19%,41,27%,350,13%,104,20%,120,25%,224,23%,331,23%,190
,Some,40%,1451,40%,655,39%,796,38%,346,43%,340,40%,56,39%,250,38%,459,41%,201,40%,454,39%,796,42%,811,39%,601,34%,189,41%,563,49%,120,43%,149,40%,268,41%,102,37%,802,40%,655,41%,243,37%,68,37%,293,36%,192,40%,655,38%,991,42%,413,45%,286,35%,312,39%,325,45%,270,39%,90,39%,381,41%,299,34%,82,41%,74,41%,609,45%,371,38%,255,29%,108,48%,96,40%,510,39%,344,41%,246,40%,377,40%,546,39%,282
